1442;1,16255E+13
#N/D;7,59115E+12
1597;4,7631E+13
1230;4,60987E+12
2559;5,1421E+13
3399;3,78268E+13
410;6,21389E+12
417;7,23009E+12
#N/D;7,16059E+13
426;1,73572E+13
433;5,77703E+12
437;1,07812E+13
1487;4,46369E+13
448;1,35236E+13
4214;4,54588E+13
2507;1,14581E+13
2228;1,37713E+13
1384;5,78435E+13
478;1,89604E+12
482;4,49479E+13
3000;6,74189E+13
2299;2,91614E+13
1449;1,93184E+13
3001;8,11577E+11
2387;3,12271E+13
1630;6,30226E+13
3004;5,70598E+13
#N/D;9,5061E+12
530;5,32428E+13
2188;2,83535E+13
536;4,28178E+12
537;9,25889E+12
538;2,7184E+12
542;1,16902E+12
#N/D;3,22055E+13
4991;7,6351E+12
1994;6,91351E+11
4815;3,23966E+12
583;1,14634E+13
1495;5,35005E+13
1614;6,53658E+12
#N/D;2,14239E+13
1485;9,33791E+13
1824;2,02675E+12
1608;2,53114E+11
#N/D;2,49829E+13
1546;5,27559E+13
612;1,32381E+13
#N/D;6,68328E+11
#N/D;1,37612E+13
#N/D;2,03965E+13
#N/D;8,38947E+12
#N/D;2,80472E+13
#N/D;2,73553E+13
3029;8,96813E+12
#N/D;2,42549E+13
2189;3,06596E+13
665;3,65345E+12
667;2,25693E+13
3035;2,44682E+12
1547;6,73726E+13
675;1,09213E+13
4142;2,90293E+13
1551;4,82012E+13
2561;1,16388E+13
1618;5,00479E+13
683;3,7751E+13
3041;6,03076E+13
#N/D;3,51833E+13
5038;3,21765E+13
687;4,59851E+13
1592;3,83759E+12
2353;1,94045E+13
2076;1,21972E+13
1251;2,25015E+13
2354;3,96699E+13
725;6,23851E+13
732;2,24176E+13
3286;4,98394E+13
1522;1,92118E+12
803;1,73426E+13
806;7,97283E+12
824;1,54559E+13
825;9,48977E+12
2233;1,9965E+13
883;1,11684E+13
3049;1,02303E+13
3051;1,2793E+13
#N/D;4,56817E+12
1997;1,47667E+13
2116;1,66295E+13
#N/D;3,66093E+13
#N/D;2,04046E+13
983;7,09385E+11
1555;2,04256E+13
1631;5,76971E+13
3597;4,82843E+13
3071;7,16239E+13
1556;5,13001E+13
2444;1,03945E+12
3482;1,42164E+13
1560;1,28359E+13
2161;3,32268E+13
2557;3,31658E+12
1161;9,61734E+13
1759;2,62143E+12
1116;1,21169E+13
1443;1,82176E+13
1606;5,95753E+13
1571;1,08027E+13
1103;4,25115E+13
1096;1,84968E+13
3642;4,87424E+13
1093;1,44123E+13
1092;6,05927E+11
875;8,17271E+12
1075;9,09418E+12
3073;2,29583E+13
2347;2,15166E+13
1586;1,23745E+13
1617;7,10492E+12
1588;6,66373E+13
2140;2,26597E+13
2226;2,09026E+13
1048;1,2596E+13
3217;7,38068E+12
1463;1,11319E+13
1626;4,6125E+13
1806;6,29783E+13
1041;4,35192E+12
1402;2,93558E+13
1025;2,37266E+13
1572;3,50121E+12
1019;5,63092E+13
2030;2,1614E+13
2217;1,1219E+13
3445;4,66781E+13
1602;8,17991E+12
2097;1,07215E+13
1403;8,40156E+12
3439;4,65728E+13
1640;3,46963E+12
1934;4,30939E+13
1004;4,07733E+12
#N/D;1,33123E+13
1577;5,72556E+12
1612;1,24248E+13
1000;9,50132E+12
973;4,92837E+12
1589;9,33104E+13
1578;2,42008E+13
959;2,81629E+12
3211;1,5584E+13
2278;3,64079E+13
932;6,34664E+12
926;2,534E+12
3097;5,35371E+12
924;2,83366E+13
922;3,57332E+12
921;2,31132E+13
2078;1,53819E+12
904;5,46685E+13
3751;1,49591E+13
880;3,33183E+13
2412;2,51594E+13
2406;9,50579E+12
854;2,15933E+13
2281;1,4741E+13
2062;1,15448E+13
3524;9,6621E+13
2439;2,46265E+13
#N/D;1,50122E+13
1458;4,37408E+13
1613;8,23728E+12
821;1,03888E+13
4608;5,18538E+13
1583;1,10592E+13
810;1,81697E+12
1582;4,58228E+13
2939;4,46283E+13
3132;2,94587E+13
801;9,41941E+12
1601;1,51269E+13
1553;2,50381E+13
3210;1,25566E+13
1619;6,73786E+13
1628;7,49649E+12
795;4,4837E+13
789;7,78027E+12
1568;1,41851E+13
787;1,2076E+13
783;3,97933E+13
781;2,75623E+13
3540;1,72152E+13
2208;1,14612E+13
1624;6,03252E+13
1633;2,73983E+12
1620;2,73983E+12
766;1,34712E+13
4448;5,16426E+13
3302;4,99594E+13
#N/D;3,41635E+13
1777;3,83299E+13
1790;1,04945E+13
3243;4,17104E+13
1990;3,11919E+13
3694;1,36719E+13
1389;3,46247E+13
1832;3,26266E+12
741;1,17369E+13
2334;3,92881E+13
726;1,80387E+13
1457;4,37493E+13
3119;3,76563E+13
1576;2,73081E+12
1575;2,15247E+12
3631;4,85368E+13
699;6,97812E+12
3235;4,90853E+13
698;6,26123E+12
692;8,83101E+12
2333;4,01776E+12
3121;1,02264E+13
